PATH;/System/Characts/bcpg:entityLists/LabelClaims;;;;
TYPE;bcpg:labelClaim;;;;
MAPPING;Default;;;;
COLUMNS;cm:name;bcpg:legalName;bcpg:labelClaimType;labelClaimFormula;cm:description
VALUES;Sans BPA;Sans BPA;Santé;;
VALUES;Sans huile de palme;Sans huile de palme;Santé;;
VALUES;Produit exempt de matières grasses de palme;Produit exempt de matières grasses de palme;Environnementale;;
VALUES;Produit bio;Produit issu de l'agriculture biologique;Certification;;
VALUES;Commerce équitable;Produit issu du commerce équitable;Certification;;
VALUES;Casher;Produit casher;Certification;;
VALUES;Halal;Produit halal;Certification;;
VALUES;Agréé contact alimentaire;Agréé contact alimentaire;Certification;;
;;;;;
#;source : institut de la qualité de l'aliment (vendée);;;;
VALUES;Faible valeur énergétique;Faible valeur énergétique;Nutritionnelle;"( (!isLiquid() and nutList.?[nut.toString() == '${findCharact(""bcpg:nut"",""Energie kcal"")}'][0].value <= 40) or (isLiquid() and  nutList.?[nut.toString() == '${findCharact(""bcpg:nut"",""Energie kcal"")}'][0].value <= 20) ) and ( nutList.?[nut.toString() == '${findCharact(""bcpg:nut"",""Energie kcal"")}'][0].value>4)";Une allégation selon laquelle une denrée alimentaire a une faible valeur énergétique, ou toute autre allégation susceptible d'avoir le même sens pour le consommateur, ne peut être faite que pour un produit contenant au maximum 40 kcal (170 kJ)/100 g dans le cas des solides ou au maximum 20 kcal (80 kJ)/100 ml dans le cas des liquides. Dans le cas des édulcorants de table, la limite de 4 kcal (17 kJ)/portion, avec des propriétés édulcorantes équivalentes à 6 g de saccharose (approximativement 1 petite cuillérée de saccharose), s'applique.   
VALUES;Valeur énergétique réduite;Valeur énergétique réduite;Nutritionnelle;;Une allégation selon laquelle une denrée alimentaire a une valeur énergétique réduite, ou toute autre allégation susceptible d'avoir le même sens pour le consommateur, ne peut être faite que si la valeur énergétique est réduite d'au moins 30 %, en indiquant la ou les caractéristiques entraînant la réduction de la valeur énergétique totale de la denrée alimentaire. 
VALUES;Sans apport énergétique;Sans apport énergétique;Nutritionnelle;"nutList.?[nut.toString() == '${findCharact(""bcpg:nut"",""Energie kcal"")}'][0].value <= 4";Une allégation selon laquelle une denrée alimentaire n'a pas d'apport énergétique, ou toute autre allégation susceptible d'avoir le même sens pour le consommateur, ne peut être faite que si le produit contient au maximum 4 kcal (17 kJ)/ 100 ml. Dans le cas des édulcorants de table, la limite de 0,4 kcal (1,7 kJ)/portion, ayant des propriétés édulcorantes équivalentes à 6 g de saccharose (approximativement 1 petite cuillérée de saccharose), s'applique.   
VALUES;Faible teneur en matières grasses;Faible teneur en matières grasses;Nutritionnelle;" ( (!isLiquid() and nutList.?[nut.toString() == '${findCharact(""bcpg:nut"",""Lipides"")}'][0].value <= 3) or (isLiquid() and  nutList.?[nut.toString() == '${findCharact(""bcpg:nut"",""Lipides"")}'][0].value <= 1.5) ) and ( nutList.?[nut.toString() == '${findCharact(""bcpg:nut"",""Lipides"")}'][0].value>0.5)";Une allégation selon laquelle une denrée alimentaire a une faible teneur en matières grasses, ou toute autre allégation susceptible d'avoir le même sens pour le consommateur, ne peut être faite que si le produit ne contient pas plus de 3 g de matières grasses par 100 g dans le cas des solides ou 1,5 g de matières grasses par 100 ml dans le cas des liquides (1,8 g de matières grasses par 100 ml pour le lait demi-écrémé).   
VALUES;Sans matières grasses;Sans matières grasses;Nutritionnelle;"nutList.?[nut.toString() == '${findCharact(""bcpg:nut"",""Lipides"")}'][0].value <= 0.5";Une allégation selon laquelle une denrée alimentaire ne contient pas de matières grasses, ou toute autre allégation susceptible d'avoir le même sens pour le consommateur, ne peut être faite que si le produit ne contient pas plus de 0,5 g de matières grasses par 100 g ou par 100 ml. Cependant, les allégations du type «à X % sans matières grasses» sont interdites.   
